time(s), train_loss, test_loss, train_acc, test_acc, epoch_time(s)
0.0, 2.3025, 2.3026, 10.213, 10.0962, 11.9862
0.0794, 2.3067, 2.3026, 9.375, 10.0962, 12.0359
2.5812, 1.7456, 0.7169, 34.0501, 75.9716
5.0913, 1.156, 0.4255, 58.3061, 86.5084
7.6237, 0.8752, 0.2618, 69.2665, 92.6382
10.142, 0.7231, 0.2816, 75.1617, 92.2776
11.9861, 0.6556, 0.2335, 77.7527, 93.5196
12.0827, 0.1821, 0.2376, 94.5312, 93.5096
14.595600000000001, 0.2287, 0.2658, 93.8738, 93.2792
17.252100000000002, 0.2216, 0.2207, 94.0376, 94.0104
19.777700000000003, 0.2205, 0.2457, 94.0251, 93.4295
22.318700000000003, 0.2179, 0.2087, 94.1397, 94.1607
24.022100000000002, 0.2224, 0.2757, 94.0121, 92.6382
